Pays;Secteur;Type;Nom;WGS 84;Adresse;Département;Code postal;Ville;Lundi;Mardi;Mercredi;Jeudi;Vendredi ;Samedi;Dimanche et fêtes;Ouvert le lundi;Ouvert le mardi;Ouvert le mercredi;Ouvert le jeudi;Ouvert le vendredi;Ouvert le samedi;Ouvert le dimanche;Rendez-vous;GUICHET VENTE VOYAGES;BLS
(borne libre service);lu;ma;me;je;ve;LU - VE;Ouvert lundi - vendredi;Particularités;Particularités EN;Particularités ES;Particularités DE;Particularités IT;Particularités NL;Dates d'ouverture
si pdv saisonnier;Dates d'ouverture si pdv saisonnier EN;Dates d'ouverture si pdv saisonnier ES;Dates d'ouverture si pdv saisonnier DE;Dates d'ouverture si pdv saisonnier IT;Dates d'ouverture si pdv saisonnier NL;Si travaux, 
dates de fermeture;Si travaux, dates de fermeture EN;Si travaux, dates de fermeture ES;Si travaux, dates de fermeture DE;Si travaux, dates de fermeture IT;Si travaux, dates de fermeture NL;URL profonde service rendez-vous 
France;NORD;Gare;LONGUEIL STE MARIE;49.34233014, 2.71607935;2 place de la Gare;60;60126.0;Longueil Ste Marie;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;6:00-13:10 & 13:45-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;MERU;49.23293089, 2.13225517;Place Ponlevé et des Déportés;60;60110.0;Méru;5:05-12:05 & 12:45-20:15;5:05-12:05 & 12:45-20:15;5:05-12:05 & 12:45-20:15;5:05-12:05 & 12:45-20:15;5:05-12:05 & 12:45-20:15;5:05-12:05 & 12:45-20:15;6:35-13:55 & 14:30-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;MONTDIDIER;49.64142161, 2.5618866;17 avenue du Général Leclerc;80;80500.0;Montdidier;6:05-13:20 & 13:40-20:25;6:05-13:20 & 13:40-20:25;6:05-13:20 & 13:40-20:25;6:05-13:20 & 13:40-20:25;6:05-13:20 & 13:40-20:25;6:05-13:20 & 13:40-20:25;10:40-12:20 & 13:50-19:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;ORRY LA VILLE COYE;49.13896455, 2.48949839;Place de la Gare;60;60560.0;Orry la Ville Coye;5:55-20:55;5:55-20:55;5:55-20:55;5:55-20:55;5:55-20:55;7:05-20:10;8:05-21:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;LE PLESSIS BELLEVILLE;49.09611842, 2.74466305;Place de la Gare;60;60330.0;Le Plessis Belleville;5:40-12:55;5:40-12:55;5:40-12:55;fermé;fermé;fermé;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;RIBECOURT;49.50615765, 2.92726507;Rue de Pimprez;60;60170.0;Ribecourt Dreslincourt;5:15-12:25 & 12:50-19:30;5:15-12:25 & 12:50-19:30;5:15-12:25 & 12:50-19:30;5:15-12:25 & 12:50-19:30;5:15-12:25 & 12:50-19:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;SOISSONS;49.36904142, 3.33786904;Place de la Gare;02;2200.0;Soissons;5:20-20:50;5:20-20:50;5:20-20:50;5:20-20:50;5:20-20:50;6:45-20:35;7:25-14:30 & 15:00-22:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;ST SULPICE AUTEUIL;49.3478436, 2.11590096;Rue de la Gare;60;60430.0;St Sulpice;5:00-12:10 & 16:40-20:20;5:00-12:10 & 16:40-20:20;6:10-13:25 & 16:40-20:20;6:10-13:25 & 16:40-20:20;6:10-13:25 & 16:40-20:20;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;VILLERS COTTERETS;49.25001266, 3.0936906;5 place de la Gare;02;2600.0;Villers Cotterets;5:25-12:40 & 13:10-19:45;6:05-13:10 & 13:30-19:00;6:05-13:10 & 13:30-19:00;6:05-13:10 & 13:30-19:00;6:05-13:10 & 13:30-19:00;10:00-17:00;11:30-18:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;AGEN;44.207897, 0.620884;1 Place Rabelais;47;47000.0;AGEN;8:30-18:40;8:30-18:40;8:30-18:40;8:30-18:40;8:30-18:40;9:15-17:25;9:30-18:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/gareagen
France;OUEST;Gare;CHABANAIS;45.87255355, 0.71681852;Place de la Gare;16;16150.0;Chabanais;14:00-18:30;14:00-18:30;14:00-18:30;14:00-18:30;14:00-18:30;8:30-12:30;16:00-18:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHATEAUNEUF SUR CHARENTE;45.59997146, -0.05020679;Place de la Gare;16;16120.0;Chateauneuf sur Charente;6:40-11:00 & 14:00-18:00;9:30-12:00 & 14:00-18:00;9:30-12:00 & 14:00-18:00;9:30-12:00 & 14:00-18:00;9:30-12:00 & 14:00-18:00;9:30-12:00 & 14:00-18:00;15:00-18:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LA COQUILLE;45.54076493, 0.97421908;Avenue de la Gare;24;24450.0;La Coquille;12:40-19:45;12:40-19:45;12:40-19:45;12:40-19:45;12:40-19:45;Fermé;12:40-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LESPARRE;45.30297584, -0.94443913;Place des Martyrs de la Résistance;33;33240.0;Lesparre;6:00-12:10 & 13:00-19:00;6:00-12:10 & 13:00-19:00;6:00-12:10 & 13:00-19:00;6:00-12:10 & 13:00-19:00;6:00-12:10 & 13:00-19:00;8:00-12:10 & 14:30-19:00;8:00-12:10 & 14:15-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;MARCHEPRIME;44.69048228, -0.85371986;Rue de la Gare;33;33380.0;Marcheprime;6:30-13:25;6:30-13:25;6:30-13:25;6:30-13:25;6:30-13:25;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;OLORON STE MARIE;43.19501231, -0.61226674;Place de la Gare;64;64400.0;Oloron Ste Marie;5:55-13:10 & 13:45-20:00;6:30-13:10 & 13:45-20:00;6:30-13:10 & 13:45-20:00;6:30-13:10 & 13:45-20:00;6:30-14:45 & 15:10-21:30;7:45-12:15 & 13:40-20:00;7:45-14:45 & 15:10-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;PAUILLAC;45.20358995, -0.75564031;2, place de Verdun;33;33250.0;Pauillac;6:00-12:25 & 13:25-19:00;6:00-12:25 & 13:25-19:00;6:00-12:25 & 13:25-19:00;6:00-12:25 & 13:25-19:00;6:00-12:25 & 13:25-19:00;8:15-12:25 & 14:00-19:00;8:15-12:25 & 14:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;PENNE LOT ET GARONNE;44.37995248, 0.80302262;Place de la Gare;47;47140.0;Penne d'Agenais;6:30-13:30 & 13:45-20:30;6:30-13:30 & 13:45-20:30;6:30-13:30 & 13:45-20:30;6:30-13:30 & 13:45-20:30;6:30-13:30 & 13:45-20:30;12:30-19:30;15:00-21:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;PESSAC;44.80440684, -0.63178958;6 rue Eugène et Marc Dulout;33;33600.0;Pessac;7:00-19:00;7:00-19:00;7:00-19:00;7:00-19:00;7:00-19:00;9:00-17:45;9:00-14:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;BLS SEULE;MONOPRIX;46.580224, 0.340375;rue Grande ecole;86;86000.0;POITIERS;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;PORT STE MARIE;44.25036447, 0.39030982;Avenue Robert Philippot;47;47130.0;Port Ste Marie;6:30-12:20 & 14:35-17:00;7:30-12:20 & 14:35-17:00;7:30-12:20 & 14:35-17:00;7:30-12:20 & 14:35-17:00;7:30-12:20 & 14:35-16:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;ST JEAN DE LUZ CIBOURE;43.3859387589, -1.66218950033;Place de Verdun;64;64500.0;SAINT JEAN DE LUZ;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;THIVIERS;45.41900344, 0.92099003;Rue Pierre Sémard;24;24800.0;Thiviers;6:20-11:45 & 12:15-19:20;7:40-11:45 & 12:15-19:20;7:40-11:45 & 12:15-19:20;7:40-11:45 & 12:15-19:20;7:40-11:45 & 12:15-19:20;10:40-12:30 & 13:30-18:50;12:10-19:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;BOUTIQUE;MAISON DE LA MOBILITE;44.405908, 0.706807;13, rue de la Fraternité;47;47300.0;Villeneuve sur Lot;9:00-12:30 & 14:00-17:40;9:00-12:30 & 14:00-17:40;9:00-12:30 & 14:00-17:40;9:00-12:30 & 14:00-17:40;9:00-12:30 & 14:00-17:40;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BONS EN CHABLAIS;46.27000322, 6.36643225;Place de la Gare;74;74890.0;Bons en Chablais;8:40-12:50 & 14:40-17:45;8:40-12:50 & 14:40-17:45;8:40-12:50 & 14:40-17:45;8:40-12:50 & 14:40-17:45;8:40-12:50 & 14:40-17:45;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;BOURG EN BRESSE;46.200318, 5.215117;12 avenue Pierre Semard;01;1000.0;BOURG EN BRESSE;6:00-19:20;6:10-19:20;6:10-19:20;6:10-19:20;6:10-19:20;7:00-18:10;10:10-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BRIGNOUD;45.26262437, 5.90141181;Avenue Robert Huant;38;38190.0;Brignoud;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;GROISY THORENS LA CAILLE;46.01053103, 6.17492872;8 rue de la Gare;74;74570.0;Groisy;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MODANE;45.19352195, 6.65941695;Place Sommeiller;73;73500.0;Modane;5:30-19:45;5:30-19:45;5:30-19:45;5:30-19:45;5:30-19:45;5:30-19:45;5:30-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MONTMELIAN;45.50348679, 6.04262161;Place de la Gare;73;73800.0;Montmélian;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;10:15-12:30 & 14:00-19:00;12:45-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;PONT DE BEAUVOISIN;45.52454112, 5.68066526;Place de la Gare;38;38480.0;Pont de Beauvoisin;9:30-12:15 & 13:30-18:00;9:30-12:15 & 13:30-18:00;9:30-12:15 & 13:30-18:00;9:30-12:15 & 13:30-18:00;9:30-12:15 & 13:30-18:00;9:30-12:15 & 13:30-18:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;PONT DE VEYLE;46.26781714, 4.89297313;Tire-Crottet;01;1290.0;Pont de Veyle.;6:30-12:00 & 12:30-20:00;6:30-12:00 & 12:30-20:00;6:30-12:00 & 12:30-20:00;6:30-12:00 & 12:30-20:00;6:30-12:00 & 12:30-20:00;6:30-13:15 & 13:45-20:;7:30-14:30 & 15:00-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;TENAY HAUTEVILLE;45.92229957, 5.50095003;Rue de la Gare;01;1230.0;Tenay Hauteville;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;7:30-13:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;TULLINS FURES;45.30072297, 5.49219473;Rue Catalan;38;38210.0;Tullins Fures;6:10-13:20;11:30-18:40;11:30-18:40;11:30-18:40;10:30-17:40;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MURAT;45.10892965, 2.86920503;Avenue du Docteur Louis Malet;15;15300.0;Murat;13:15-20:50;13:15-20:50;13:15-20:50;13:15-20:50;13:15-20:50;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;ST GERMAIN DES FOSSES;46.20885676, 3.43078228;Rue Louis Armand;03;3260.0;St Germain des Fossés;5:40-12:20 & 12:40-19:50;10:00-11:45 & 12:45-18:00;10:00-11:45 & 12:45-18:00;10:00-11:45 & 12:45-18:00;10:00-11:45 & 12:45-18:00;10:00-11:45 & 12:45-18:00;13:40-20:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;Lundi pendant vacances scolaires : 5h40-11h45 & 12h45-18h30;Mondays during the school holidays: 5:40-11:45 am & 12:45 -6:30 pm;Lunes durante las vacaciones escolares : 5h40-11h45 y 12h45-18h30;Montags während der Schulferien: 05:40–11:45 h und 12:45–18:30 h;Lunedì durante le vacanze scolastiche: 05:40-11:45 e 12:45-18:30;Maandag tijdens schoolvakanties : 5.40-11.45 u & 12.45-18.30 u;;;;;;;;;;;;;
France;SUD-EST;Gare;VALLON-EN-SULLY;46.5358081, 2.61160754;2 rue Jean Jaurès;03;3190.0;Vallon en Sully;05:15-20:20;05:35-20:20;05:35-20:20;05:35-20:20;05:35-20:55;8:40-11:50 & 15:10-17:35;08:40-11:50 & 15:10-19:10;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;VERTAIZON;45.78459807, 3.28795694;Rue de la Gare;63;63910.0;Vertaizon;5:30-19:30;5:30-19:30;5:30-19:30;5:30-19:30;5:30-19:30;7:00-11:40;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;AVALLON;47.4957913, 3.91269686;Place de la gare;89;89200.0;Avallon;9:30-13:00 & 14:30-18:00;9:30-13:00 & 14:30-18:00;9:30-13:00 & 14:30-18:00;9:30-13:00 & 14:30-18:00;9:30-13:00 & 14:30-18:45;9:30-13:00 & 14:30-18:00;9:30-12:00 & 15:15-18:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BEAUNE;47.0230407, 4.8487235;Avenue du 8 Septembre;21;21200.0;Beaune;5:30-20:30;5:30-20:30;5:30-20:30;5:30-20:30;5:30-20:30;6:15-20:30;6:15-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;CERCY LA TOUR;46.85774716, 3.64491491;Rue de la Gare;58;58340.0;Cercy La Tour;9:15-12:00;9:15-12:00;9:15-12:00;9:15-12:00;9:15-12:00;9:15-12:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;COSNE SUR LOIRE;47.41402574, 2.93208865;Place de la Gare;58;58200.0;Cosne sur Loire;5:15-12:50 & 13:20-19:30;6:00-12:50 & 13:20-19:30;6:00-12:50 & 13:20-19:30;6:00-12:50 & 13:20-19:30;6:00-12:50 & 13:20-19:30;10:30-19:30;10:30-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;LAROQUEBROU;44.9642008, 2.19284046;Rue de la Gare;15;15150.0;Laroquebrou;8:30-15:00;8:30-15:00;8:30-15:00;8:30-15:00;8:30-16:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;LE CREUSOT MONTCEAU MONTCHANIN TGV;46.759221, 4.4815578;Avenue de la Libération;71;71210.0;MONTCHANIN;6:05-21:15;6:05-19:30;6:05-19:30;6:05-19:30;6:05-21:15;8:30-11:25 & 13:00-17:15;13:00-21:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;LE LIORAN;45.0906658, 2.7542062;Le Lioran;15;15300.0;Laveissière;5:40-22:25;5:40-22:25;5:40-22:25;5:40-22:25;5:40-22:25;5:40-21:20;10:40-22:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;LUZY;46.79423875, 3.96942826;Avenue de la Gare;58;58170.0;Luzy;7:15-14:30;14:45-17:45;14:45-17:45;14:45-17:45;14:45-17:45;14:45-17:45;10:45-17:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;MACON VILLE;46.30415, 4.833486;Cours de la Gare;71;71000.0;MÂCON;5:40-19:20;5:40-19:20;5:40-19:20;5:40-19:20;5:40-19:20;9:00-12:30 & 13:30-17:30;10:00-12:30 & 14:00-18:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MONTCEAU LES MINES;46.67106794, 4.36206668;Place de la Gare;71;71300.0;Montceau les Mines;6:30-12:30 & 13:00-19:45;8:25-12:00 & 13:30-17:00;8:25-12:00 & 13:30-17:00;8:25-12:00 & 13:30-17:00;6:30-12:30 & 13:00-19:45;9:00-17:00;12:30-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MOREZ;46.53000338, 6.02235438;17, Avenue Général De Gaulle;39;39400.0;Morez;10:50-18:00;10:50-18:00;10:50-18:00;10:50-18:00;10:50-18:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;BEAUVAIS;49.42622129, 2.08793703;72 avenue de la République;60;60000.0;Beauvais;4:50-19:30;4:50-19:30;4:50-19:30;4:50-19:30;4:50-19:30;6:00-20:40;6:15-21:05;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;BUSIGNY;50.03946583, 3.44589109;Place Averton;59;59137.0;Busigny;5:20-12:30 & 13:30-20:30;5:20-12:30 & 13:30-20:30;5:20-12:30 & 13:30-20:30;5:20-12:30 & 13:30-20:30;5:20-12:30 & 13:30-20:30;6:35-20:30;7:45-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;CHAUNY;49.61046776, 3.22265067;Place Jean Catelas;02;2300.0;Chauny;4:55-12:10 & 12:50-20:05;4:55-12:10 & 12:50-20:05;4:55-12:10 & 12:50-20:05;4:55-12:10 & 12:50-20:05;4:55-12:10 & 12:50-20:05;5:15-12:30 & 12:55-20:10;6:15-13:10 & 13:40-20:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;HAM;49.73952636, 3.07051505;4 Place de la Gare;80;80400.0;Muille Villette;6:25-13:40;6:25-13:40;6:25-13:40;6:25-13:40;6:25-13:40;7:10-11:30 & 12:30-15:25;9:30-12:00 & 13:00-17:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;MARLE SUR SERRE;49.74699512, 3.76912608;Place de la Gare;02;2250.0;Marle sur Serre;5:50-12:55;5:50-12:55;5:50-12:55;5:50-12:55;5:50-12:55;fermé;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;MOREUIL;49.77688245, 2.47561209;Rue Léon Blum;80;80110.0;Moreuil;6:15-13:30;6:15-13:30;6:15-13:30;6:15-13:30;6:15-13:30;fermé;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;MOUY BURY;49.3203, 2.3264;Place Pierre Sémard;60;60250.0;Mouy;5:45-12:20 & 13:00-20:00;5:45-12:20 & 13:00-20:00;5:45-12:20 & 13:00-20:00;5:45-12:20 & 13:00-20:00;5:45-12:20 & 13:00-20:00;6:45-14:10 & 14:30-20:30;8:00-13:05 & 15:15-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;NOYON;49.57682403, 3.00570655;Avenue de la Gare;60;60400.0;Noyon;5:15-20:50;5:15-20:50;5:15-20:50;5:15-20:50;5:15-20:50;5:15-19:45;7:05-14:05 & 14:30-21:35;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
